species,island,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,sex,diet,life_stage,health_metrics,year
Gentoo,Biscoe,81.1,21.6,288.0,9486.0,male,fish,adult,overweight,2022
Gentoo,Biscoe,44.2,20.9,262.0,6138.0,male,fish,adult,healthy,2022
Gentoo,Biscoe,74.6,25.2,274.0,10425.0,male,fish,adult,overweight,2022
Gentoo,Biscoe,55.2,20.0,237.0,6687.0,male,fish,juvenile,overweight,2022
Gentoo,Biscoe,61.9,23.8,254.0,8965.0,male,fish,adult,overweight,2022
Gentoo,Biscoe,75.8,17.6,267.0,8822.0,male,fish,adult,overweight,2022
Gentoo,Biscoe,75.2,21.1,292.0,7219.0,male,fish,adult,overweight,2022
Gentoo,Biscoe,61.8,24.3,244.0,7617.0,male,fish,adult,overweight,2022
Gentoo,Biscoe,59.2,20.8,228.0,6239.0,male,fish,juvenile,overweight,2022
Gentoo,Biscoe,71.9,19.4,264.0,8013.0,male,fish,adult,overweight,2022
Gentoo,Biscoe,58.2,21.5,267.0,8597.0,male,fish,adult,overweight,2022
Gentoo,Biscoe,76.5,22.1,258.0,9254.0,male,fish,adult,overweight,2022
Gentoo,Biscoe,58.1,23.4,277.0,7832.0,male,fish,adult,overweight,2022
Gentoo,Biscoe,63.3,20.9,291.0,8241.0,male,fish,adult,overweight,2022
Gentoo,Biscoe,85.3,25.6,268.0,8938.0,male,fish,adult,overweight,2022
Gentoo,Biscoe,57.2,25.2,262.0,7482.0,male,fish,adult,overweight,2022
Gentoo,Biscoe,84.0,20.6,284.0,6877.0,male,fish,adult,healthy,2022
Gentoo,Biscoe,52.9,19.6,245.0,7075.0,male,fish,juvenile,overweight,2022
Gentoo,Biscoe,61.0,21.8,262.0,8390.0,male,fish,adult,overweight,2022
Gentoo,Biscoe,58.3,23.9,256.0,9055.0,male,fish,adult,overweight,2022
Gentoo,Biscoe,55.9,22.1,246.0,5466.0,male,fish,juvenile,healthy,2022
Gentoo,Biscoe,47.9,17.8,247.0,7017.0,male,fish,juvenile,overweight,2022
Gentoo,Biscoe,58.0,22.7,246.0,9558.0,male,fish,adult,overweight,2022
Gentoo,Biscoe,82.0,24.9,262.0,7613.0,male,fish,adult,overweight,2022
Gentoo,Biscoe,63.7,17.2,260.0,7457.0,male,fish,juvenile,overweight,2022
Gentoo,Biscoe,82.3,18.9,274.0,8464.0,male,fish,adult,overweight,2022
Gentoo,Biscoe,63.4,22.0,276.0,7491.0,male,fish,adult,overweight,2022
Gentoo,Biscoe,57.9,22.6,271.0,6778.0,male,fish,juvenile,overweight,2022
Gentoo,Biscoe,61.4,22.5,270.0,7287.0,male,fish,juvenile,overweight,2022
Gentoo,Biscoe,51.7,19.1,268.0,10309.0,male,fish,adult,overweight,2022
Gentoo,Biscoe,81.6,23.6,272.0,7176.0,male,fish,adult,healthy,2022
Gentoo,Biscoe,55.9,20.9,242.0,5609.0,male,fish,juvenile,healthy,2022
Gentoo,Biscoe,73.5,19.2,260.0,6998.0,male,fish,juvenile,overweight,2022
Gentoo,Biscoe,68.8,19.5,209.0,6567.0,male,fish,juvenile,overweight,2022
Gentoo,Biscoe,71.6,27.8,280.0,8368.0,male,fish,adult,overweight,2022
Gentoo,Biscoe,69.5,18.9,263.0,6017.0,male,fish,juvenile,overweight,2022
Gentoo,Biscoe,55.0,23.1,273.0,8058.0,male,fish,adult,overweight,2022
Gentoo,Biscoe,57.2,18.2,260.0,6781.0,male,fish,juvenile,overweight,2022
Gentoo,Biscoe,55.3,21.9,247.0,8205.0,male,fish,adult,overweight,2022
Gentoo,Biscoe,60.4,18.3,270.0,6526.0,male,fish,juvenile,overweight,2022
Gentoo,Biscoe,67.1,25.0,254.0,6731.0,male,fish,adult,healthy,2022
Gentoo,Biscoe,83.5,24.1,270.0,9043.0,male,fish,adult,overweight,2022
Gentoo,Biscoe,51.0,18.0,251.0,6496.0,male,fish,juvenile,overweight,2022
Gentoo,Biscoe,33.0,19.5,226.0,4021.0,female,krill,juvenile,underweight,2022
Gentoo,Biscoe,35.2,21.8,227.0,5646.0,female,krill,adult,healthy,2022
Gentoo,Biscoe,29.1,22.7,212.0,4543.0,female,krill,juvenile,healthy,2022
Gentoo,Biscoe,32.6,22.3,227.0,5770.0,female,krill,adult,healthy,2022
Gentoo,Biscoe,20.5,23.8,195.0,4840.0,female,krill,juvenile,healthy,2022
Gentoo,Biscoe,31.8,20.4,215.0,5543.0,male,krill,juvenile,healthy,2022
Gentoo,Biscoe,32.6,21.7,221.0,4543.0,male,krill,adult,underweight,2022
Gentoo,Biscoe,16.8,20.7,190.0,4678.0,female,krill,juvenile,healthy,2022
Gentoo,Biscoe,30.2,20.9,189.0,5635.0,female,krill,adult,healthy,2022
Gentoo,Biscoe,23.0,23.1,184.0,4252.0,female,krill,juvenile,healthy,2022
Gentoo,Biscoe,28.4,20.1,190.0,4323.0,female,krill,juvenile,healthy,2022
Gentoo,Biscoe,39.1,22.9,212.0,5594.0,female,krill,adult,healthy,2022
Gentoo,Biscoe,29.1,15.9,198.0,3796.0,female,krill,juvenile,underweight,2022
Gentoo,Biscoe,29.6,20.5,191.0,3959.0,female,krill,juvenile,underweight,2022
Gentoo,Biscoe,31.1,18.9,178.0,3996.0,female,krill,juvenile,underweight,2022
Gentoo,Biscoe,30.9,17.4,194.0,4112.0,female,krill,juvenile,healthy,2022
Gentoo,Biscoe,33.0,23.8,198.0,5197.0,female,krill,adult,healthy,2022
Gentoo,Biscoe,36.7,18.4,211.0,6640.0,female,krill,adult,overweight,2022
Gentoo,Biscoe,26.0,19.7,193.0,4024.0,female,krill,juvenile,underweight,2022
Gentoo,Biscoe,26.3,17.8,178.0,4379.0,female,krill,juvenile,healthy,2022
Gentoo,Biscoe,29.3,19.5,182.0,4221.0,female,krill,juvenile,healthy,2022
Gentoo,Biscoe,24.0,18.4,175.0,4309.0,female,krill,juvenile,healthy,2022
Gentoo,Biscoe,30.4,20.6,244.0,4800.0,female,krill,adult,underweight,2022
Gentoo,Biscoe,26.8,19.1,207.0,4512.0,female,krill,juvenile,healthy,2022
Gentoo,Biscoe,38.9,17.1,214.0,4713.0,female,krill,juvenile,healthy,2022
Gentoo,Biscoe,32.6,23.1,179.0,4769.0,female,krill,adult,underweight,2022
Gentoo,Biscoe,34.5,20.3,192.0,3440.0,female,krill,juvenile,underweight,2022
Gentoo,Biscoe,27.5,17.0,174.0,4131.0,female,krill,juvenile,healthy,2022
Gentoo,Biscoe,34.4,21.8,189.0,4448.0,female,krill,juvenile,healthy,2022
Gentoo,Biscoe,29.0,22.5,233.0,6018.0,female,krill,adult,healthy,2022
Gentoo,Biscoe,32.1,19.2,195.0,4502.0,female,krill,juvenile,healthy,2022
Gentoo,Biscoe,28.6,16.2,186.0,5104.0,female,krill,juvenile,overweight,2022
Gentoo,Biscoe,31.8,19.7,218.0,4946.0,female,krill,adult,healthy,2022
Gentoo,Biscoe,30.1,17.2,203.0,4637.0,female,krill,adult,underweight,2022
Gentoo,Biscoe,33.8,21.4,225.0,5480.0,female,krill,adult,healthy,2022
Gentoo,Biscoe,35.4,20.7,191.0,4853.0,female,krill,juvenile,healthy,2022
Gentoo,Biscoe,25.1,17.6,181.0,4282.0,female,krill,juvenile,healthy,2022
Gentoo,Biscoe,20.1,19.0,191.0,4260.0,female,krill,juvenile,healthy,2022
Gentoo,Biscoe,26.0,21.0,198.0,4999.0,female,krill,juvenile,overweight,2022
Gentoo,Biscoe,40.5,18.7,191.0,6065.0,male,krill,juvenile,overweight,2022
Gentoo,Biscoe,39.0,24.5,207.0,5968.0,male,krill,juvenile,overweight,2022
Gentoo,Biscoe,33.5,17.8,223.0,5518.0,male,krill,juvenile,healthy,2022
Gentoo,Biscoe,23.6,21.6,232.0,5311.0,male,krill,juvenile,healthy,2022
Gentoo,Biscoe,31.2,19.9,251.0,6619.0,male,krill,adult,healthy,2022
Gentoo,Biscoe,33.5,19.4,229.0,4681.0,male,krill,juvenile,underweight,2022
Gentoo,Biscoe,28.5,21.5,203.0,5065.0,male,krill,juvenile,healthy,2022
Gentoo,Biscoe,31.8,18.5,199.0,6225.0,male,krill,juvenile,overweight,2022
Gentoo,Biscoe,28.6,19.9,219.0,5364.0,male,krill,juvenile,healthy,2022
Gentoo,Biscoe,34.1,20.1,204.0,5052.0,male,krill,juvenile,healthy,2022
Gentoo,Biscoe,33.0,18.7,232.0,5554.0,male,krill,juvenile,healthy,2022
Gentoo,Biscoe,38.2,22.5,239.0,6440.0,male,krill,adult,healthy,2022
Gentoo,Biscoe,28.6,18.9,208.0,6145.0,male,krill,adult,healthy,2022
Gentoo,Biscoe,27.3,23.0,189.0,5260.0,male,krill,juvenile,healthy,2022
Gentoo,Biscoe,36.5,23.7,232.0,5856.0,male,krill,adult,underweight,2022
Gentoo,Biscoe,29.2,19.6,210.0,5453.0,male,krill,juvenile,healthy,2022
Gentoo,Biscoe,31.1,23.0,248.0,5983.0,male,krill,adult,underweight,2022
Gentoo,Biscoe,26.1,19.8,187.0,5592.0,male,krill,juvenile,healthy,2022
Gentoo,Biscoe,35.7,18.9,207.0,4158.0,male,krill,juvenile,underweight,2022
Gentoo,Biscoe,33.7,22.7,238.0,5954.0,male,krill,adult,underweight,2022
Gentoo,Biscoe,37.0,17.8,173.0,5306.0,male,krill,juvenile,healthy,2022
Gentoo,Biscoe,32.3,18.4,203.0,4858.0,male,krill,juvenile,underweight,2022
Gentoo,Biscoe,36.2,23.1,244.0,5965.0,male,krill,adult,underweight,2022
Gentoo,Biscoe,39.6,22.8,227.0,7205.0,male,krill,adult,overweight,2022
Gentoo,Biscoe,24.8,17.5,205.0,5940.0,male,krill,juvenile,overweight,2022
Gentoo,Biscoe,48.3,20.4,221.0,4937.0,male,krill,juvenile,underweight,2022
Gentoo,Biscoe,36.4,23.3,207.0,6269.0,male,krill,adult,healthy,2022
Gentoo,Biscoe,29.0,20.0,218.0,4803.0,male,krill,adult,underweight,2022
Gentoo,Biscoe,38.2,20.4,206.0,4194.0,male,krill,juvenile,underweight,2022
Gentoo,Biscoe,44.1,21.6,209.0,5877.0,male,krill,adult,underweight,2022
Gentoo,Biscoe,30.9,20.9,236.0,6674.0,male,krill,adult,healthy,2022
Gentoo,Biscoe,32.6,18.1,217.0,4653.0,male,krill,juvenile,underweight,2022
Gentoo,Biscoe,37.0,19.0,255.0,7026.0,male,krill,adult,healthy,2022
Gentoo,Biscoe,29.7,19.9,218.0,4202.0,male,krill,juvenile,underweight,2022
Gentoo,Biscoe,30.1,20.6,189.0,5846.0,male,krill,juvenile,overweight,2022
Gentoo,Biscoe,28.7,24.0,195.0,4788.0,male,krill,juvenile,underweight,2022
Gentoo,Biscoe,31.8,20.9,239.0,3558.0,male,krill,juvenile,underweight,2022
Gentoo,Biscoe,41.8,20.8,211.0,8282.0,male,krill,adult,overweight,2022
Gentoo,Biscoe,32.5,16.9,194.0,3740.0,female,parental,chick,healthy,2022
Gentoo,Biscoe,30.4,15.8,149.0,3852.0,female,parental,chick,overweight,2022
Gentoo,Biscoe,41.0,18.1,182.0,3215.0,female,parental,chick,healthy,2022
Gentoo,Biscoe,35.5,16.2,186.0,3240.0,female,parental,chick,healthy,2022
Gentoo,Biscoe,41.7,19.2,188.0,4014.0,female,parental,chick,overweight,2022
Gentoo,Biscoe,29.1,15.4,192.0,3421.0,female,parental,chick,healthy,2022
Gentoo,Biscoe,38.4,18.5,187.0,2937.0,female,parental,chick,underweight,2022
Gentoo,Biscoe,35.2,20.9,182.0,3626.0,female,parental,chick,healthy,2022
Gentoo,Biscoe,34.8,20.5,170.0,3443.0,female,parental,chick,healthy,2022
Gentoo,Biscoe,33.4,15.3,161.0,3524.0,female,parental,chick,healthy,2022
Gentoo,Biscoe,29.4,19.3,193.0,2786.0,female,parental,chick,underweight,2022
Gentoo,Biscoe,38.3,12.6,174.0,2706.0,female,parental,chick,underweight,2022
Gentoo,Biscoe,33.0,13.9,176.0,3591.0,female,parental,chick,healthy,2022
Gentoo,Biscoe,36.1,18.2,189.0,3409.0,female,parental,chick,healthy,2022
Gentoo,Biscoe,44.7,17.9,180.0,3363.0,female,parental,chick,healthy,2022
Gentoo,Biscoe,32.3,18.2,168.0,3617.0,female,parental,chick,healthy,2022
Gentoo,Biscoe,33.5,16.0,163.0,3266.0,female,parental,chick,healthy,2022
Gentoo,Biscoe,34.2,14.8,176.0,3420.0,female,parental,chick,healthy,2022
Gentoo,Biscoe,33.0,13.4,181.0,3365.0,female,parental,chick,healthy,2022
Gentoo,Biscoe,33.2,15.3,188.0,3766.0,female,parental,chick,healthy,2022
Gentoo,Biscoe,38.5,18.3,179.0,2936.0,female,parental,chick,underweight,2022
Gentoo,Biscoe,41.6,18.7,180.0,3306.0,female,parental,chick,healthy,2022
Gentoo,Biscoe,35.6,17.6,167.0,3827.0,female,parental,chick,overweight,2022
Gentoo,Biscoe,38.7,17.4,190.0,3249.0,female,parental,chick,healthy,2022
Gentoo,Biscoe,34.1,20.4,210.0,3536.0,female,parental,chick,healthy,2022
Gentoo,Biscoe,34.0,19.8,193.0,4001.0,female,parental,chick,overweight,2022
Gentoo,Biscoe,33.0,18.9,192.0,3548.0,female,parental,chick,healthy,2022
Gentoo,Biscoe,31.2,19.3,184.0,4142.0,female,parental,chick,overweight,2022
Gentoo,Biscoe,45.1,18.7,185.0,4653.0,male,parental,chick,overweight,2022
Gentoo,Biscoe,41.5,16.3,207.0,3707.0,male,parental,chick,underweight,2022
Gentoo,Biscoe,38.8,16.7,188.0,4362.0,male,parental,chick,healthy,2022
Gentoo,Biscoe,33.8,19.1,200.0,4371.0,male,parental,chick,healthy,2022
Gentoo,Biscoe,32.6,19.5,203.0,3956.0,male,parental,chick,healthy,2022
Gentoo,Biscoe,28.8,16.0,180.0,4827.0,male,parental,chick,overweight,2022
Gentoo,Biscoe,42.1,15.8,214.0,4149.0,male,parental,chick,healthy,2022
Gentoo,Biscoe,34.4,20.7,186.0,4167.0,male,parental,chick,healthy,2022
Gentoo,Biscoe,45.2,19.0,185.0,4318.0,male,parental,chick,healthy,2022
Gentoo,Biscoe,43.5,19.6,195.0,3675.0,male,parental,chick,underweight,2022
Gentoo,Biscoe,35.7,19.6,204.0,3786.0,male,parental,chick,underweight,2022
Gentoo,Biscoe,41.7,15.5,194.0,4403.0,male,parental,chick,healthy,2022
Gentoo,Biscoe,35.3,17.3,205.0,4125.0,male,parental,chick,healthy,2022
Gentoo,Biscoe,36.3,20.7,206.0,3805.0,male,parental,chick,underweight,2022
Gentoo,Biscoe,32.0,23.3,184.0,4054.0,male,parental,chick,healthy,2022
Gentoo,Biscoe,38.3,17.5,208.0,4178.0,male,parental,chick,healthy,2022
Gentoo,Biscoe,33.7,17.8,191.0,4405.0,male,parental,chick,healthy,2022
Gentoo,Biscoe,43.0,19.2,206.0,4466.0,male,parental,chick,healthy,2022
Gentoo,Biscoe,34.0,16.0,200.0,4316.0,male,parental,chick,healthy,2022
Gentoo,Biscoe,32.6,15.5,182.0,4399.0,male,parental,chick,healthy,2022
Gentoo,Biscoe,41.4,20.4,194.0,4023.0,male,parental,chick,healthy,2022
Gentoo,Biscoe,31.5,15.3,185.0,4420.0,male,parental,chick,healthy,2022
Gentoo,Biscoe,36.0,19.3,182.0,4838.0,male,parental,chick,overweight,2022
Gentoo,Biscoe,42.0,19.5,168.0,4325.0,male,parental,chick,healthy,2022
Gentoo,Biscoe,41.6,19.7,200.0,4563.0,male,parental,chick,overweight,2022
Gentoo,Biscoe,43.5,18.6,194.0,4364.0,male,parental,chick,healthy,2022
Gentoo,Biscoe,42.6,20.2,192.0,4342.0,male,parental,chick,healthy,2022
Gentoo,Biscoe,43.3,15.5,218.0,3990.0,male,parental,chick,healthy,2022
Gentoo,Biscoe,37.4,19.4,190.0,4569.0,male,parental,chick,overweight,2022
Gentoo,Biscoe,40.7,21.1,226.0,6668.0,female,squid,adult,overweight,2022
Gentoo,Biscoe,41.7,24.5,207.0,5511.0,female,squid,adult,healthy,2022
Gentoo,Biscoe,50.8,22.4,195.0,5902.0,female,squid,adult,healthy,2022
Gentoo,Biscoe,41.4,19.3,209.0,5304.0,female,squid,juvenile,overweight,2022
Gentoo,Biscoe,52.5,19.3,237.0,5632.0,female,squid,adult,healthy,2022
Gentoo,Biscoe,36.3,18.5,184.0,5045.0,female,squid,juvenile,overweight,2022
Gentoo,Biscoe,41.7,17.9,207.0,5522.0,male,squid,juvenile,healthy,2022
Gentoo,Biscoe,44.8,22.1,254.0,6786.0,male,squid,adult,healthy,2022
Gentoo,Biscoe,40.1,20.7,257.0,8559.0,male,squid,adult,overweight,2022
Gentoo,Biscoe,39.9,17.0,212.0,5685.0,male,squid,juvenile,healthy,2022
Gentoo,Biscoe,55.5,21.3,242.0,6987.0,male,squid,adult,healthy,2022
Adelie,Biscoe,44.9,18.7,259.0,4763.0,female,fish,juvenile,overweight,2023
Adelie,Biscoe,56.9,22.5,235.0,6630.0,female,fish,adult,overweight,2023
Adelie,Biscoe,52.1,19.4,236.0,5889.0,female,fish,adult,overweight,2023
Adelie,Biscoe,46.8,18.2,204.0,4896.0,female,fish,juvenile,overweight,2023
Adelie,Biscoe,45.9,17.6,202.0,4366.0,female,fish,juvenile,overweight,2023
Adelie,Biscoe,53.0,18.1,206.0,5693.0,female,fish,juvenile,overweight,2023
Adelie,Biscoe,40.0,15.9,195.0,5254.0,female,fish,juvenile,overweight,2023
Adelie,Biscoe,42.9,15.5,203.0,5122.0,female,fish,juvenile,overweight,2023
Adelie,Biscoe,50.6,16.9,246.0,6368.0,female,fish,adult,overweight,2023
Adelie,Biscoe,53.5,17.2,197.0,4386.0,female,fish,juvenile,overweight,2023
Adelie,Biscoe,58.3,20.3,225.0,5126.0,female,fish,adult,overweight,2023
Adelie,Biscoe,48.2,18.3,226.0,4770.0,female,fish,juvenile,overweight,2023
Adelie,Biscoe,49.1,18.2,249.0,5465.0,female,fish,adult,overweight,2023
Adelie,Biscoe,52.6,16.6,203.0,4866.0,female,fish,juvenile,overweight,2023
Adelie,Biscoe,44.3,16.6,218.0,4737.0,female,fish,juvenile,overweight,2023
Adelie,Biscoe,57.3,18.5,260.0,7619.0,male,fish,adult,overweight,2023
Adelie,Biscoe,64.7,17.4,240.0,5819.0,male,fish,juvenile,overweight,2023
Adelie,Biscoe,48.7,19.7,277.0,6890.0,male,fish,adult,overweight,2023
Adelie,Biscoe,72.5,21.1,243.0,5659.0,male,fish,adult,healthy,2023
Adelie,Biscoe,64.4,21.5,259.0,6346.0,male,fish,adult,overweight,2023
Adelie,Biscoe,53.4,17.4,253.0,6093.0,male,fish,juvenile,overweight,2023
Adelie,Biscoe,55.7,18.1,232.0,5376.0,male,fish,juvenile,overweight,2023
Adelie,Biscoe,54.2,16.8,248.0,5731.0,male,fish,juvenile,overweight,2023
Adelie,Biscoe,49.2,21.3,284.0,6346.0,male,fish,adult,overweight,2023
Adelie,Biscoe,45.9,19.0,220.0,6507.0,male,fish,juvenile,overweight,2023
Adelie,Biscoe,48.5,13.9,236.0,5500.0,male,fish,juvenile,overweight,2023
Adelie,Biscoe,52.4,14.5,255.0,5409.0,male,fish,juvenile,overweight,2023
Adelie,Biscoe,37.7,14.2,230.0,5810.0,male,fish,juvenile,overweight,2023
Adelie,Biscoe,32.1,17.0,193.0,4434.0,male,krill,juvenile,underweight,2023
Adelie,Biscoe,25.0,18.8,192.0,3506.0,female,krill,juvenile,underweight,2023
Adelie,Biscoe,23.5,19.1,165.0,3838.0,female,krill,juvenile,healthy,2023
Adelie,Biscoe,27.6,15.5,184.0,3948.0,female,krill,juvenile,healthy,2023
Adelie,Biscoe,24.4,17.0,172.0,3781.0,female,krill,juvenile,healthy,2023
Adelie,Biscoe,20.9,16.2,171.0,3997.0,female,krill,juvenile,healthy,2023
Adelie,Biscoe,28.4,17.8,185.0,4639.0,female,krill,juvenile,overweight,2023
Adelie,Biscoe,22.7,16.8,181.0,4055.0,female,krill,juvenile,healthy,2023
Adelie,Biscoe,25.7,17.9,197.0,2944.0,female,krill,juvenile,underweight,2023
Adelie,Biscoe,23.5,14.7,167.0,3321.0,female,krill,juvenile,underweight,2023
Adelie,Biscoe,25.1,17.5,154.0,3683.0,female,krill,juvenile,underweight,2023
Adelie,Biscoe,34.9,16.2,202.0,3571.0,female,krill,adult,underweight,2023
Adelie,Biscoe,25.5,17.4,222.0,3986.0,female,krill,adult,underweight,2023
Adelie,Biscoe,27.7,17.2,190.0,4124.0,female,krill,juvenile,healthy,2023
Adelie,Biscoe,31.6,15.1,188.0,3870.0,female,krill,adult,underweight,2023
Adelie,Biscoe,33.0,12.6,179.0,3790.0,female,krill,juvenile,healthy,2023
Adelie,Biscoe,31.8,14.7,176.0,3628.0,female,krill,juvenile,underweight,2023
Adelie,Biscoe,32.2,17.8,190.0,6425.0,male,krill,adult,overweight,2023
Adelie,Biscoe,24.0,18.9,222.0,5521.0,male,krill,adult,healthy,2023
Adelie,Biscoe,32.0,23.9,207.0,5286.0,male,krill,adult,healthy,2023
Adelie,Biscoe,23.4,18.9,197.0,3634.0,male,krill,juvenile,underweight,2023
Adelie,Biscoe,31.9,19.9,201.0,4869.0,male,krill,juvenile,healthy,2023
Adelie,Biscoe,26.9,19.9,191.0,5167.0,male,krill,juvenile,overweight,2023
Adelie,Biscoe,29.8,21.4,202.0,4215.0,male,krill,juvenile,underweight,2023
Adelie,Biscoe,23.3,15.6,185.0,4557.0,male,krill,juvenile,healthy,2023
Adelie,Biscoe,31.3,18.3,201.0,5289.0,male,krill,adult,healthy,2023
Adelie,Biscoe,30.3,18.9,206.0,4677.0,male,krill,juvenile,healthy,2023
Adelie,Biscoe,30.8,18.1,178.0,4149.0,male,krill,juvenile,underweight,2023
Adelie,Biscoe,28.4,23.3,189.0,4972.0,male,krill,juvenile,healthy,2023
Adelie,Biscoe,25.3,17.0,195.0,4625.0,male,krill,juvenile,healthy,2023
Adelie,Biscoe,32.7,19.1,209.0,4767.0,male,krill,juvenile,healthy,2023
Adelie,Biscoe,33.4,21.0,200.0,4000.0,male,krill,adult,underweight,2023
Adelie,Biscoe,32.9,15.2,199.0,4854.0,male,krill,juvenile,healthy,2023
Adelie,Biscoe,31.1,16.7,218.0,3915.0,male,krill,juvenile,underweight,2023
Adelie,Biscoe,36.1,20.3,240.0,5528.0,male,krill,adult,healthy,2023
Adelie,Biscoe,27.5,17.1,210.0,6119.0,male,krill,adult,overweight,2023
Adelie,Biscoe,22.2,14.7,163.0,2901.0,female,parental,chick,healthy,2023
Adelie,Biscoe,34.3,13.2,180.0,3318.0,female,parental,chick,overweight,2023
Adelie,Biscoe,20.1,13.9,164.0,3213.0,female,parental,chick,overweight,2023
Adelie,Biscoe,35.1,17.6,175.0,2777.0,female,parental,chick,underweight,2023
Adelie,Biscoe,34.0,16.1,163.0,3135.0,female,parental,chick,healthy,2023
Adelie,Biscoe,25.7,17.9,162.0,3166.0,female,parental,chick,healthy,2023
Adelie,Biscoe,30.9,15.1,170.0,3039.0,female,parental,chick,healthy,2023
Adelie,Biscoe,32.9,14.7,175.0,2765.0,female,parental,chick,underweight,2023
Adelie,Biscoe,30.5,12.4,154.0,2881.0,female,parental,chick,healthy,2023
Adelie,Biscoe,36.2,17.1,179.0,2874.0,female,parental,chick,healthy,2023
Adelie,Biscoe,23.0,14.7,179.0,3106.0,female,parental,chick,healthy,2023
Adelie,Biscoe,32.5,15.4,167.0,2914.0,female,parental,chick,healthy,2023
Adelie,Biscoe,27.0,13.9,168.0,2947.0,female,parental,chick,healthy,2023
Adelie,Biscoe,21.3,20.7,144.0,2880.0,female,parental,chick,healthy,2023
Adelie,Biscoe,24.2,15.2,188.0,2688.0,female,parental,chick,underweight,2023
Adelie,Biscoe,27.4,13.6,167.0,3519.0,female,parental,chick,overweight,2023
Adelie,Biscoe,30.1,12.7,181.0,3081.0,female,parental,chick,healthy,2023
Adelie,Biscoe,25.5,16.1,164.0,3294.0,female,parental,chick,overweight,2023
Adelie,Biscoe,30.1,14.1,188.0,3417.0,male,parental,chick,healthy,2023
Adelie,Biscoe,28.0,12.5,179.0,3536.0,male,parental,chick,healthy,2023
Adelie,Biscoe,36.7,16.1,183.0,3935.0,male,parental,chick,overweight,2023
Adelie,Biscoe,34.2,14.3,176.0,3529.0,male,parental,chick,healthy,2023
Adelie,Biscoe,32.4,15.5,187.0,3632.0,male,parental,chick,healthy,2023
Adelie,Biscoe,36.5,17.2,174.0,3447.0,male,parental,chick,healthy,2023
Adelie,Biscoe,26.9,16.6,192.0,3176.0,male,parental,chick,underweight,2023
Adelie,Biscoe,41.6,13.3,188.0,3761.0,male,parental,chick,healthy,2023
Adelie,Biscoe,38.6,14.6,186.0,4011.0,male,parental,chick,overweight,2023
Adelie,Biscoe,33.2,16.8,204.0,4591.0,female,squid,juvenile,overweight,2023
Adelie,Biscoe,40.8,14.1,175.0,4679.0,male,squid,juvenile,healthy,2023
Adelie,Biscoe,43.5,22.2,223.0,5181.0,male,squid,adult,healthy,2023
Adelie,Dream,39.8,18.1,196.0,4844.0,female,fish,juvenile,overweight,2023
Adelie,Dream,48.1,14.8,240.0,5961.0,female,fish,adult,overweight,2023
Adelie,Dream,54.8,17.2,226.0,6003.0,female,fish,adult,overweight,2023
Adelie,Dream,53.1,16.4,248.0,6087.0,female,fish,adult,overweight,2023
Adelie,Dream,61.7,20.4,238.0,5796.0,female,fish,adult,overweight,2023
Adelie,Dream,21.7,22.3,263.0,4835.0,female,fish,adult,healthy,2023
Adelie,Dream,48.6,19.1,214.0,4882.0,female,fish,juvenile,overweight,2023
Adelie,Dream,47.3,19.1,213.0,4919.0,female,fish,juvenile,overweight,2023
Adelie,Dream,36.1,15.1,231.0,4734.0,female,fish,juvenile,overweight,2023
Adelie,Dream,49.9,18.2,218.0,5007.0,female,fish,juvenile,overweight,2023
Adelie,Dream,65.4,20.2,242.0,6484.0,male,fish,adult,overweight,2023
Adelie,Dream,63.4,22.3,250.0,5585.0,male,fish,adult,healthy,2023
Adelie,Dream,73.6,19.6,248.0,6769.0,male,fish,adult,overweight,2023
Adelie,Dream,22.0,17.3,185.0,4058.0,female,krill,juvenile,healthy,2023
Adelie,Dream,24.3,21.4,216.0,4462.0,female,krill,adult,healthy,2023
Adelie,Dream,37.2,20.8,195.0,3603.0,female,krill,juvenile,underweight,2023
Adelie,Dream,28.9,18.4,195.0,3901.0,female,krill,adult,underweight,2023
Adelie,Dream,17.6,16.4,183.0,3756.0,female,krill,juvenile,healthy,2023
Adelie,Dream,29.4,16.0,175.0,3675.0,female,krill,juvenile,underweight,2023
Adelie,Dream,18.1,17.0,180.0,3836.0,female,krill,juvenile,healthy,2023
Adelie,Dream,36.5,21.7,203.0,4485.0,female,krill,adult,healthy,2023
Adelie,Dream,24.6,14.9,166.0,3286.0,female,krill,juvenile,underweight,2023
Adelie,Dream,21.1,14.3,168.0,3655.0,female,krill,juvenile,underweight,2023
Adelie,Dream,34.6,19.5,189.0,3948.0,female,krill,adult,underweight,2023
Adelie,Dream,27.2,18.9,213.0,4117.0,female,krill,adult,underweight,2023
Adelie,Dream,30.5,17.4,194.0,3759.0,female,krill,juvenile,healthy,2023
Adelie,Dream,20.4,15.1,223.0,5252.0,female,krill,adult,overweight,2023
Adelie,Dream,19.1,20.1,193.0,3455.0,female,krill,juvenile,underweight,2023
Adelie,Dream,23.0,17.4,181.0,3555.0,female,krill,juvenile,underweight,2023
Adelie,Dream,32.8,21.9,175.0,3854.0,female,krill,juvenile,healthy,2023
Adelie,Dream,25.1,17.8,162.0,4126.0,female,krill,juvenile,healthy,2023
Adelie,Dream,24.5,16.2,173.0,3768.0,female,krill,juvenile,healthy,2023
Adelie,Dream,21.1,17.5,179.0,3870.0,female,krill,juvenile,healthy,2023
